index_no,port_name,country,latitude,longitude
700,ATTU,GL,67.95,-53.733333
60215,JINZHOU WAN,CN,40.75,121.1
60200,QINHUANGDAO,CN,39.933333,119.616667
810,ILLULISSAT (JAKOBSHAVN),GL,69.216667,-51.1
35250,PENZANCE,GB,50.116667,-5.533333
59970,SHANGHAI,CN,31.216667,121.5
35300,MEVAGISSEY,GB,50.266667,-4.783333
38100,PONTA DELGADA,PT,37.733333,-25.666667
38110,VILA DO PORTO,PT,36.933333,-25.15
49875,MALONG MARINE TERMINAL,MY,4.633333,104.816667
50300,SUNGAIGERONG,ID,-2.983333,104.833333
50652,BLANGLANCANG,ID,5.233333,97.1
50971,POLENG OIL FIELD,ID,-6.65,112.916667
50441,PULAU BAAI,ID,-3.916667,102.283333
50231,RAMBA,ID,-2.616667,104.133333
2200,PORT DE BECANCOUR,CA,46.4,-72.383333
51646,KUALA BELAIT,BN,4.633333,114.2
49962,PELABUHAN SUNGAI UDANG,MY,2.25,102.133333
13920,COMODORO RIVADAVIA,AR,-45.866667,-67.466667
13930,PUERTO DESEADO,AR,-47.75,-65.9
13970,RIO GRANDE,AR,-53.783333,-67.683333
14000,STANLEY,FK,-51.7,-57.833333
14060,GRYTVIKEN,GS,-54.266667,-36.5
14080,PUNTA DELGADA,CL,-52.466667,-69.55
14100,RADA PUNTA ARENAS,CL,-53.166667,-70.9
14110,BAHIA AGUA FRESCA,CL,-53.383333,-70.966667
14150,PUERTO YARTOU,CL,-53.883333,-70.15
56350,ENITWETAK ISLAND,MH,11.333333,162.333333
56370,KWAJALEIN,MH,8.716667,167.733333
56590,POHNPEI HARBOR,FM,6.983333,158.2
56600,MOEN,FM,7.433333,151.833333
56760,KAVIENG HARBOR,PG,-2.583333,150.8
56810,RABAUL,PG,-4.2,152.183333
57005,RINGGI COVE,SB,-8.116667,157.1
12185,PUERTO LA CRUZ,VE,10.25,-64.633333
12180,JOSE TERMINAL,VE,10.1,-64.85
12145,CATIA LA MAR,VE,10.6,-67.016667
12130,PUERTO BORBURATA,VE,10.483333,-67.983333
12100,PUERTO CHICHIRIVICHE,VE,10.916667,-68.266667
37230,BAYONNE,FR,43.5,-1.466667
38870,TOULON,FR,43.1,5.916667
39070,PORTO VECCHIO,FR,41.583333,9.283333
12060,LAS PIEDRAS,VE,11.7,-70.216667
61605,FUKUYAMA,JP,34.433333,133.433333
62894,VITINO,RU,67.083333,32.316667
45460,TABARKA,TN,36.966667,8.766667
45350,ABU KHAMMASH,LY,33.066667,11.816667
48348,RAS AL MISHAB,SA,28.116667,48.633333
48349,RAS AL KHAFJI,SA,28.433333,48.583333
38433,ISLAS HORMIGAS,ES,37.65,-0.65
38585,LAS HORMIGAS,ES,41.866667,3.183333
33200,FORT WILLIAM,GB,56.816667,-5.116667
33210,GLENSANDA,GB,56.566667,-5.533333
33160,LOCHALINE,GB,56.55,-5.766667
38010,LAGOS,PT,37.1,-8.616667
48327,KHALIFA BIN SALMAN,BH,26.25,50.75
60205,SUIZHANG GANG,CN,40.066667,121.05
44790,BODRUM,TR,37.033333,27.433333
47110,LAMU,KE,-2.266667,40.9
60376,GWANGYANG HANG,KR,34.85,127.8
61245,ISHIKARI BAY NEW PORT,JP,43.216667,141.283333
51695,SAPANGAR BAY,MY,6.083333,116.116667
28425,SILLAMAE,EE,59.4,27.05
49825,PORT LANGKAWI,MY,6.433333,99.766667
790,QASIGIANNGUIT-CHRISTIANSHAB,GL,68.816667,-51.183333
35340,FOWEY HARBOUR,GB,50.333333,-4.633333
1000,PITUFFIK (THULE AIR BASE),GL,76.533333,-68.866667
35370,PLYMOUTH,GB,50.366667,-4.15
35400,BRIXHAM HARBOUR,GB,50.4,-3.516667
23440,HAUGESUND,NO,59.416667,5.266667
23450,KOPERVIK,NO,59.283333,5.316667
23451,KARSTO,NO,59.266667,5.516667
23455,ESPEVAER,NO,59.583333,5.15
23460,SAUDA,NO,59.65,6.35
23465,AKRAHAMN,NO,59.266667,5.183333
23470,SANDNES,NO,58.85,5.75
23480,STAVANGER,NO,58.966667,5.75
23485,SKUDENESHAVN,NO,59.15,5.266667
23487,TANANGER,NO,58.933333,5.583333
23490,EGERSUND,NO,58.45,6
23500,REKEFJORD,NO,58.333333,6.266667
23505,KIRKEHAMN,NO,58.233333,6.533333
23510,FLEKKEFJORDEN,NO,58.3,6.666667
23520,FARSUND,NO,58.083333,6.816667
23525,STUSVIK,NO,58,7.033333
23530,MANDAL,NO,58.016667,7.466667
23550,KRISTIANSAND,NO,58.15,8
23600,ARENDAL,NO,58.466667,8.766667
23620,TVEDESTRAND,NO,58.616667,8.933333
23630,RISOR,NO,58.716667,9.233333
23640,KRAGERO,NO,58.866667,9.416667
23660,BREVIK,NO,59.066667,9.7
23670,PORSGRUNN,NO,59.15,9.666667
23680,SKIEN,NO,59.2,9.6
23700,LARVIK,NO,59.05,10.033333
23710,SANDEFJORDEN,NO,59.116667,10.233333
23720,TONSBERG,NO,59.283333,10.416667
23730,VALLOY,NO,59.266667,10.5
57320,NOUMEA,NC,-22.283333,166.433333
57325,BAIE UGUE,NC,-21.15,165.55
46454,M'BYA OIL TERMINAL,GA,-3.883333,10.933333
46570,PORTO AMBOIM,AO,-10.733333,13.75
46580,SUMBE,AO,-11.2,13.833333
46690,JAMESTOWN,SH,-15.916667,-5.716667
46710,EDINBURGH OF THE SEVEN SEAS,SH,-37.05,-12.3
49830,PELABUHAN BASS,MY,6.316667,99.833333
49850,PULAU PINANG,MY,5.416667,100.35
49995,SERANGOON HARBOR,SG,1.4,103.95
19930,DRY SPRUCE BAY,US,57.933333,-153.033333
19950,PORT VITA,US,58.066667,-153.066667
19970,BEAR ISLAND,US,58.45,-152.683333
19980,HOGG ISLAND,US,58.466667,-152.683333
19990,PORT WILLIAM,US,58.483333,-152.583333
20000,KANATAK,US,57.566667,-156.033333
20010,CHIGNIK,US,56.3,-158.4
20020,IVANOF BAY,US,55.8,-159.466667
20040,SAND POINT,US,55.333333,-160.533333
20050,BARALOF BAY,US,55.233333,-160.533333
20070,BELKOFSKI,US,55.083333,-162.033333
20080,KING COVE,US,55.05,-162.316667
20085,COLD BAY,US,55.2,-162.7
20090,SANAK,US,54.483333,-162.816667
20100,CANNERY BAY,US,53.7,-166.75
20110,MAKUSHIN,US,53.766667,-166.983333
20120,DUTCH HARBOR,US,53.9,-166.533333
20130,UNALASKA,US,53.866667,-166.533333
20135,PALISADES POINT,US,52.233333,-174.166667
20150,CONSTANTINE HARBOR,US,51.4,179.3
20160,KISKA,US,51.966667,177.55
20170,ALCAN HARBOR,US,52.733333,174.066667
19680,WHITTIER,US,60.833333,-148.666667
19710,CRAB BAY,US,60.066667,-148
19730,PORT ASHTON,US,60.066667,-148.05
20175,SKOOT COVE,US,52.716667,174.066667
19130,KETCHIKAN,US,55.333333,-131.65
19140,WARD COVE,US,55.4,-131.733333
19160,KNUDSON COVE,US,55.466667,-131.8
19170,LORING,US,55.6,-131.633333
19180,YES BAY,US,55.916667,-131.8
19190,UNION BAY,US,55.766667,-132.216667
19200,BURNETT INLET,US,56.066667,-132.466667
19210,WRANGELL,US,56.466667,-132.383333
19220,KASAAN,US,55.533333,-132.4
23736,SLAGENSTANGEN,NO,59.316667,10.516667
23750,HORTEN,NO,59.416667,10.5
23760,HOLMESTRAND,NO,59.483333,10.3
23770,SVELVIK,NO,59.616667,10.4
23780,DRAMMEN,NO,59.733333,10.25
23790,STORSTEILENE,NO,59.816667,10.6
23810,OSLO,NO,59.916667,10.75
23820,DROBAK,NO,59.666667,10.65
23310,MOSTERHAMN,NO,59.7,5.4
23330,SAGVAG,NO,59.766667,5.383333
23340,LEIRVIK,NO,59.783333,5.5
22920,MOSJOEN,NO,65.833333,13.2
22940,TJOTTA,NO,65.833333,12.433333
22990,BRONNOYSUND,NO,65.466667,12.2
23020,BERG,NO,65.366667,12.2
23040,RORVIK,NO,64.866667,11.25
23046,SALSBRUKET,NO,64.8,11.866667
11070,SANTA CRUZ DE BARAHONA,DO,18.2,-71.083333
11075,CABO ROJO,DO,17.916667,-71.65
11090,AGUADILLA,PR,18.433333,-67.15
11100,ARECIBO,PR,18.483333,-66.7
11110,SAN JUAN,PR,18.466667,-66.116667
11160,BAHIA DE FAJARDO,PR,18.333333,-65.633333
11170,ENSENADA HONDA,PR,18.233333,-65.633333
11190,PLAYA DE HUMACAO,PR,18.166667,-65.75
11205,PUERTO YABUCOA,PR,18.05,-65.833333
11230,ARROYO,PR,17.966667,-66.066667
11240,BAHIA DE JOBOS,PR,17.95,-66.183333
11250,LAS MAREAS,PR,17.95,-66.166667
11260,PLAYA DE PONCE,PR,17.983333,-66.616667
11270,PLAYA DE GUAYANILLA,PR,18.016667,-66.766667
11280,PLAYA DE GUANICA,PR,17.966667,-66.916667
11290,MAYAGUEZ,PR,18.2,-67.15
11310,CHARLOTTE AMALIE,VI,18.35,-64.933333
11320,CRUZ BAY,VI,18.333333,-64.8
11330,FREDERIKSTED,VI,17.716667,-64.883333
11335,LIMETREE BAY,VI,17.7,-64.75
11340,CHRISTIANSTED,VI,17.75,-64.7
11350,ROAD HARBOR,VG,18.416667,-64.616667
11360,BAIE DU MARIGOT,FR,18.066667,-63.083333
11380,GUSTAVIA,GP,17.9,-62.85
19230,ROSE INLET,US,54.95,-132.966667
19240,HYDABURG,US,55.2,-132.833333
19250,WATERFALL,US,55.3,-133.233333
19260,CRAIG,US,55.466667,-133.15
19270,KLAWOCK,US,55.55,-133.1
19280,STEAMBOAT BAY,US,55.533333,-133.633333
19290,FISHERMANS HARBOR,US,55.966667,-133.8
19300,PETERSBURG,US,56.816667,-132.95
19310,KAKE,US,56.966667,-133.933333
19320,WASHINGTON BAY,US,56.733333,-134.35
19330,BAY OF PILLARS,US,56.6,-134.233333
19370,BIG PORT WALTER,US,56.383333,-134.733333
19375,LITTLE PORT WALTER,US,56.383333,-134.633333
19380,PORT ARMSTRONG,US,56.3,-134.666667
19390,PORT CONCLUSION,US,56.25,-134.683333
19400,PORT ALEXANDER,US,56.25,-134.65
19410,SITKA,US,57.05,-135.333333
19430,KIMSHAN COVE,US,57.683333,-136.116667
19440,PELICAN,US,57.966667,-136.233333
8830,PORT SULPHUR,US,29.483333,-89.683333
8850,GRETNA,US,29.916667,-90.066667
8860,NEW ORLEANS,US,29.95,-90.05
8870,PORT OF MEMPHIS,US,35.066667,-90.166667
8920,ST ROSE,US,29.95,-90.316667
8930,RESERVE,US,30.05,-90.55
8940,DESTREHAN,US,29.95,-90.366667
8970,BATON ROUGE,US,30.45,-91.183333
8980,LOOP TERMINAL,US,28.883333,-90.016667
8990,GRAND ISLE,US,29.233333,-90
9000,MORGAN CITY,US,29.7,-91.216667
9030,HAYMARK TERMINAL,US,30.133333,-93.316667
9040,LAKE CHARLES,US,30.216667,-93.25
9050,SABINE,US,29.716667,-93.866667
9060,SABINE PASS,US,29.733333,-93.9
9070,ORANGE,US,30.083333,-93.733333
9080,PORT ARTHUR,US,29.833333,-93.966667
8550,BRUNSWICK,US,31.15,-81.5
8560,FERNANDINA BEACH,US,30.683333,-81.466667
8570,MAYPORT,US,30.4,-81.433333
8115,PAULSBORO,US,39.85,-75.25
8120,GLOUCESTER,US,39.9,-75.133333
8130,CAMDEN,US,39.95,-75.133333
8140,BURLINGTON,US,40.083333,-74.866667
8150,BRISTOL,US,40.1,-74.85
8160,TRENTON,US,40.2,-74.766667
8170,OCEAN CITY,US,38.333333,-75.083333
8180,CAPE CHARLES,US,37.266667,-76.016667
8190,SALISBURY,US,38.366667,-75.6
11390,ORANJESTAD,BQ,17.483333,-62.983333
11400,BASSETERRE,KN,17.3,-62.716667
11430,ST JOHNS,AG,17.116667,-61.85
10420,MEDIA LUNA,CU,20.15,-77.433333
10430,CEIBA HUECA,CU,20.216667,-77.316667
10460,MANZANILLO,CU,20.35,-77.116667
10500,JUCARO,CU,21.616667,-78.85
10520,TUNAS DE ZAZA,CU,21.633333,-79.55
10530,CASILDA,CU,21.75,-79.983333
310,AKUREYRI,IS,65.683333,-18.083333
400,SEYDHISFJORDHUR,IS,65.266667,-14
430,ESKIFJORDHUR,IS,65.066667,-14.016667
480,HORNABJORDUR,IS,64.25,-15.233333
560,NANORTALIK HAVN,GL,60.116667,-45.2
585,NARSAQ,GL,60.916667,-46.05
590,NARSARSSUAQ,GL,61.15,-45.433333
605,GRONNEDAL (KANGILINNGUIT),GL,61.233333,-48.1
640,NUUK,GL,64.183333,-51.75
670,MANIITSOQ,GL,65.416667,-52.916667
690,SISIMIUT,GL,66.916667,-53.7
760,AASIAAT,GL,68.7,-52.866667
840,QEQERTARSUAQ,GL,69.233333,-53.533333
8200,HAVRE DE GRACE,US,39.533333,-76.083333
8210,BALTIMORE,US,39.266667,-76.583333
8225,ANNAPOLIS,US,38.983333,-76.483333
8227,SOLOMONS ISLAND,US,38.316667,-76.45
8230,WASHINGTON D.C.,US,38.866667,-77.033333
8240,ALEXANDRIA,US,38.8,-77.033333
8245,PINEY POINT,US,38.133333,-76.533333
8250,YORKTOWN,US,37.233333,-76.5
8260,WEST POINT,US,37.533333,-76.8
8270,FREDERICKSBURG,US,38.3,-77.45
8280,NORFOLK,US,36.85,-76.3
8290,PORTSMOUTH,US,36.816667,-76.3
8300,NEWPORT NEWS,US,36.966667,-76.433333
8318,WARWICK,US,37.45,-77.416667
8320,RICHMOND,US,37.533333,-77.416667
8325,ELIZABETH CITY,US,36.3,-76.216667
49982,JOHOR,MY,1.433333,103.9
51855,NORTH PULAU LAUT COAL TERMINAL,ID,-3.2,116.283333
51865,TANAH MERAH,ID,-1.816667,116.166667
51803,TANJUNG SANGATA,ID,0.366667,117.566667
50516,TANJUNG BALAI KARIMUN,ID,0.983333,103.433333
50518,KUALA TANJUNG,ID,3.366667,99.483333
50055,SEKUPANG,ID,1.133333,103.916667
50932,TANJUNG GEREM,ID,-5.966667,105.983333
61875,EASTERN PART OF NIIGATA-KO,JP,38.016667,139.233333
61379,FUNABASHI,JP,35.666667,139.95
61353,SOMA,JP,37.833333,140.95
61695,HIKARI,JP,33.95,131.933333
61862,HIMEKAWA,JP,37.033333,137.85
61564,HIROHATA,JP,34.766667,134.633333
62118,HIBIKINADA,JP,33.933333,130.833333
61932,MEGA,JP,34.783333,134.7
61642,MITSUKOJIMA,JP,34.183333,132.516667
62333,MATSU-SHIMA,JP,32.933333,129.6
61664,NAMIKATA,JP,34.116667,132.9
61277,NOSHIRO KO,JP,40.216667,140
61760,SAKAIMINATO,JP,35.533333,133.233333
61566,SHIKAMA,JP,34.766667,134.65
62115,TOBATA,JP,33.916667,130.816667
62113,YANAI,JP,33.95,132.133333
940,KAJALLEQ UPERNAVIK,GL,72.15,-55.533333
1020,POND INLET,CA,72.75,-76.75
1035,PADLOPING ISLAND,CA,67.033333,-62.733333
1040,PANGNIRTUNG,CA,66.133333,-65.75
44807,AKSAZ LIMANI,TR,36.833333,28.383333
10006,COCKBURN TOWN,BS,24.05,-74.533333
10773,ROCKY POINT,JM,17.816667,-77.15
11048,PUNTA NIZAO OIL TERMINAL,DO,18.2,-70.2
11005,PUERTO BOTADO,DO,19.2,-69.45
11372,COLES BAY OIL TERMINAL,SX,18.016667,-63.083333
35410,TORQUAY HARBOUR,GB,50.466667,-3.533333
90,SKERJAFJORDUR,IS,64.15,-22.016667
35450,PORTLAND HARBOUR,GB,50.583333,-2.433333
105,GRUNDARTANGI,IS,64.266667,-22
35460,WEYMOUTH HARBOUR,GB,50.616667,-2.45
35550,COWES HARBOUR,GB,50.766667,-1.3
35560,YARMOUTH HARBOUR,GB,50.7,-1.5
35590,FAWLEY MARINE TERMINAL,GB,50.816667,-1.333333
35600,PORTSMOUTH HARBOUR,GB,50.8,-1.1
62121,YAHATA,JP,33.866667,130.816667
61541,YURA,JP,33.95,135.1
56945,QUEEN CAROLA HARBOR,PG,-5.166667,154.55
60385,CHINAE,KR,35.133333,128.65
53318,CAPE FLATTERY HARBOR,AU,-14.95,145.35
45814,NOUAKCHOTT,MR,18.033333,-16.033333
56840,BIALLA,PG,-5.3,150.983333
48257,PORT OF SOHAR,OM,24.516667,56.633333
20060,UNGA,US,55.183333,-160.5
20097,AKUTAN HARBOR,US,54.133333,-165.8
20140,ADAK NAVAL AIR STATION,US,51.866667,-176.633333
19585,PORT CHILKOOT,US,59.233333,-135.433333
19639,ORCA,US,60.583333,-145.716667
48298,AL SHAHEEN TERMINAL,QA,26.583333,52
48300,AL RAYYAN TERMINAL,QA,26.65,51.55
50000,KEPPEL - (EAST SINGAPORE),SG,1.283333,103.85
50017,JURONG ISLAND,SG,1.283333,103.733333
35790,SAINT-VALERY-SUR-SOMME,FR,50.183333,1.616667
35800,LE TREPORT,FR,50.066667,1.366667
35810,DIEPPE,FR,49.933333,1.083333
35835,PORT DU HAVRE-ANTIFER,FR,49.65,0.15
35840,PORT OF LE HAVRE,FR,49.483333,0.116667
57446,SATTAHIP,TH,12.616667,100.916667
10110,MATANZAS,CU,23.05,-81.55
35850,PORT OF ROUEN,FR,49.45,1.066667
35610,LITTLEHAMPTON HARBOUR,GB,50.783333,-0.533333
170,THINGEYRI,IS,65.883333,-23.483333
190,ISAFJORDUR,IS,66.066667,-23.116667
250,SAUDARKROKUR,IS,65.75,-19.666667
320,HUSAVIK,IS,66.033333,-17.333333
23050,NAMSOS,NO,64.466667,11.5
23053,MALM,NO,64.066667,11.233333
23055,STEINKJER,NO,64.016667,11.5
23058,DJUPVIKEN,NO,63.783333,11.45
23060,LEVANGER,NO,63.75,11.3
23070,LANGSTEIN,NO,63.533333,10.9
23075,MURUVIK,NO,63.433333,10.85
23080,HOMMELVIK,NO,63.416667,10.8
23090,TRONDHEIM,NO,63.433333,10.4
23095,THAMSHAMM,NO,63.316667,9.883333
23100,KRISTIANSUND,NO,63.116667,7.733333
23105,SUNNDALSORA,NO,62.683333,8.55
23107,BUD,NO,62.9,6.916667
23108,HAROYSUND,NO,62.9,6.966667
23110,MOLDE,NO,62.733333,7.166667
23111,ANDALSNES,NO,62.566667,7.683333
23112,HAREID,NO,62.366667,6.033333
23115,MOLDTUSTRANDA,NO,62.3,5.65
23118,ORSTAV,NO,62.2,6.133333
23120,ALESUND,NO,62.466667,6.166667
23125,MALOY,NO,61.933333,5.116667
23130,FLORO,NO,61.6,5.033333
23136,ARDALSTANGEN,NO,61.233333,7.716667
23138,MONGSTAD,NO,60.816667,5.033333
23140,VAKSDAL,NO,60.483333,5.733333
23160,BERGEN,NO,60.4,5.316667
23180,BRATTHOLMEN,NO,60.35,5.166667
23195,TRANNESET,NO,60.416667,5.016667
23220,STRANDVIK,NO,60.166667,5.666667
23230,NORHEIMSUND,NO,60.366667,6.15
23240,ODDA,NO,60.083333,6.55
10160,PUERTO PADRE,CU,21.283333,-76.533333
10270,BAHIA DE SAGUA DE TANAMO,CU,20.683333,-75.333333
10320,PUERTO GUANTANAMO,CU,19.983333,-75.133333
35870,DEAUVILLE,FR,49.366667,0.083333
35880,PORT DE CAEN,FR,49.183333,-0.35
35885,OUISTREHAM,FR,49.283333,-0.25
19450,ELFIN COVE,US,58.2,-136.35
19460,HOONAH,US,58.116667,-135.45
19470,TENAKEE SPRINGS,US,57.783333,-135.2
19480,CHATHAM,US,57.516667,-134.933333
19490,TODD,US,57.466667,-135.05
19510,HOOD BAY,US,57.4,-134.5
19520,HAWK INLET,US,58.116667,-134.75
19530,FUNTER,US,58.25,-134.9
19550,DUPONT,US,58.233333,-134.266667
19580,JUNEAU,US,58.3,-134.416667
19588,HAINES,US,59.233333,-135.433333
19589,TANANI POINT,US,59.283333,-135.45
19590,SKAGWAY,US,59.45,-135.333333
19600,LETNIKOF COVE,US,59.183333,-135.4
19610,EXCURSION INLET,US,58.416667,-135.45
19620,YAKUTAT,US,59.55,-139.733333
19630,KATALLA,US,60.2,-144.533333
19640,CORDOVA,US,60.55,-145.766667
19650,SHEPARD POINT,US,60.633333,-145.666667
19660,SWANPORT,US,61.083333,-146.4
19110,METLAKATLA,US,55.133333,-131.566667
19120,GEORGE INLET,US,55.383333,-131.466667
19670,VALDEZ,US,61.116667,-146.25
18665,BAMBERTON,CA,48.55,-123.516667
18670,VICTORIA HARBOR,CA,48.433333,-123.383333
18680,ESQUIMALT HARBOR,CA,48.433333,-123.433333
18705,PORT SAN JUAN,CA,48.55,-124.433333
18730,PORT ALBERNI,CA,49.233333,-124.816667
18760,UCLUELET,CA,48.95,-125.55
18780,CLAYOQUOT,CA,49.15,-125.916667
18790,AHOUSAT,CA,49.283333,-126.066667
18805,TAHSIS,CA,49.916667,-126.666667
23300,MELING,NO,59.783333,5.116667
22790,HEMNESBERGET,NO,66.233333,13.616667
20920,HAMMERFEST,NO,70.666667,23.666667
20930,SORVAER,NO,70.633333,21.983333
20940,BREDVIK,NO,70.583333,22.133333
21120,OKSFJORD,NO,70.233333,22.35
21130,ALTA,NO,69.966667,23.25
21140,TALVIK,NO,70.05,22.966667
21310,TROMSO,NO,69.65,18.966667
21380,GIBOSTAD,NO,69.35,18.083333
21490,FINNSNES,NO,69.233333,17.966667
21495,MEDBY,NO,68.916667,17.733333
21510,SJOVEGAN,NO,68.883333,17.833333
21610,HARSTAD,NO,68.8,16.55
21660,ANDENES,NO,69.333333,16.133333
21670,SORTLAND,NO,68.7,15.416667
10540,CIENFUEGOS,CU,22.15,-80.45
10600,LUCEA,JM,18.45,-78.166667
10610,MONTEGO BAY,JM,18.466667,-77.933333
10620,FALMOUTH,JM,18.483333,-77.65
10630,RIO BUENO,JM,18.466667,-77.466667
10660,OCHO RIOS,JM,18.416667,-77.116667
10710,PORT ANTONIO,JM,18.183333,-76.45
10772,PORT ESQUIVEL,JM,17.883333,-77.133333
10775,PORT KAISER,JM,17.866667,-77.6
10800,SAVANNAH LA MAR,JM,18.2,-78.133333
10820,JACMEL,HT,18.233333,-72.533333
10860,MIRAGOANE,HT,18.45,-73.083333
10870,PETIT GOAVE,HT,18.433333,-72.866667
10880,PORT AU PRINCE,HT,18.55,-72.35
10370,SANTIAGO DE CUBA,CU,20.016667,-75.833333
9760,PUERTO CABEZAS,NI,14.016667,-83.383333
9810,PUERTO LIMON,CR,9.983333,-83.016667
9825,CHIRIQUI GRANDE,PA,8.95,-82.116667
18818,BERGH COVE,CA,50.533333,-127.616667
18820,PORT ALICE,CA,50.383333,-127.45
18835,COAL HARBOR,CA,50.6,-127.583333
18840,PORT HARDY,CA,50.716667,-127.483333
18850,SOINTULA,CA,50.633333,-127.016667
18860,ALERT BAY,CA,50.583333,-126.933333
18872,PORT MCNEILL,CA,50.583333,-127.083333
18890,BELLA COOLA,CA,52.366667,-126.8
18915,BELLA BELLA,CA,52.166667,-128.15
18916,KLEMTU,CA,52.6,-128.516667
18920,BUTEDALE,CA,53.166667,-128.683333
18923,KEMANO BAY,CA,53.483333,-128.133333
18925,KITIMAT,CA,54,-128.683333
18942,PORPOISE HARBOR,CA,54.216667,-130.283333
18950,PRINCE RUPERT,CA,54.316667,-130.333333
18960,PORT SIMPSON,CA,54.566667,-130.433333
18980,STEWART,CA,55.933333,-130
8330,HERTFORD,US,36.183333,-76.466667
8340,EDENTON,US,36.05,-76.616667
8350,PLYMOUTH,US,35.866667,-76.75
8370,COLUMBIA,US,35.916667,-76.25
8380,BELHAVEN,US,35.616667,-76.616667
8390,WASHINGTON,US,35.55,-77.05
8400,BAYBORO,US,35.15,-76.766667
8410,NEW BERN,US,35.1,-77.05
8420,BEAUFORT,US,34.716667,-76.666667
8430,MOREHEAD CITY,US,34.716667,-76.7
8440,SWANSBORO,US,34.683333,-77.133333
8460,WRIGHTSVILLE,US,34.216667,-77.816667
8470,WILMINGTON,US,34.233333,-77.95
8480,SOUTHPORT,US,33.916667,-78.016667
8490,GEORGETOWN,US,33.366667,-79.283333
8500,CHARLESTON,US,32.783333,-79.916667
8510,PORT ROYAL,US,32.366667,-80.683333
8520,BEAUFORT,US,32.433333,-80.666667
8530,SAVANNAH,US,32.083333,-81.083333
8540,DARIEN,US,31.366667,-81.433333
8110,PHILADELPHIA,US,39.95,-75.133333
7630,BROOKLYN,US,40.666667,-74.016667
7640,NEW YORK CITY,US,40.7,-74.016667
7641,PATCHOGUE,US,40.75,-73.016667
7650,YONKERS,US,40.933333,-73.9
7660,NEWBURGH,US,41.5,-74
7670,POUGHKEEPSIE,US,41.7,-73.95
7680,KINGSTON,US,41.933333,-73.966667
9830,ALMIRANTE,PA,9.3,-82.4
9840,BOCAS DEL TORO,PA,9.333333,-82.233333
9940,ST GEORGE'S,BM,32.383333,-64.683333
9950,IRELAND ISLAND,BM,32.316667,-64.833333
9960,HAMILTON,BM,32.3,-64.783333
9985,FREEPORT,BS,26.516667,-78.783333
9987,SOUTH RIDING POINT,BS,26.616667,-78.216667
9990,NASSAU,BS,25.083333,-77.35
10158,MANATI,CU,21.366667,-76.816667
10470,GUAYABAL,CU,20.7,-77.616667
11718,ANSE TEMBLADORA,TT,10.683333,-61.583333
11908,EL BOSQUE,CO,10.4,-75.533333
11934,PUERTO PRODECO,CO,11.15,-74.216667
48240,QALHAT LNG TERMINAL,OM,22.683333,59.4
9675,COXEN HOLE,HN,16.316667,-86.55
9769,EL BLUFF,NI,12,-83.7
9355,ALTAMIRA,MX,22.483333,-97.85
9370,TUXPAN,MX,20.95,-97.4
9425,DOS BOCAS TERMINAL,MX,18.433333,-93.216667
45110,ASHQELON,IL,31.666667,34.5
45377,ASHTART OIL TERMINAL,TN,34.283333,11.383333
45365,ZARZIS,TN,33.5,11.116667
45368,DIDON TERMINAL,TN,33.783333,11.9
40245,MELILLI OIL TERMINAL,IT,37.116667,15.25
60431,TONGHAE,KR,37.533333,129.15
59940,NINGBO,CN,29.883333,121.55
45515,PORT METHANIER,DZ,36.883333,6.95
45819,M BAO OIL TERMINAL,SN,14.716667,-17.4
45823,LYNDIANE,SN,14.166667,-16.166667
46161,FORCADOS OIL TERMINAL,NG,5.166667,5.183333
46286,MOUDI MARINE TERMINAL,CM,4.116667,8.483333
46287,EBOME MARINE TERMINAL,CM,2.8,9.816667
7690,CATSKILL,US,42.216667,-73.85
7720,ALBANY,US,42.65,-73.75
7730,RENSSELAER,US,42.65,-73.75
7740,TROY,US,42.733333,-73.7
7750,EDGEWATER,US,40.816667,-73.983333
7760,WEEHAWKEN,US,40.766667,-74.016667
7770,HOBOKEN,US,40.75,-74.016667
7780,JERSEY CITY,US,40.716667,-74.033333
7790,BAYONNE,US,40.683333,-74.1
7810,NEWARK,US,40.7,-74.15
7820,ELIZABETHPORT,US,40.65,-74.183333
7830,STAPLETON SI,US,40.633333,-74.066667
7840,TOMPKINSVILLE SI,US,40.633333,-74.066667
7850,PORT RICHMOND SI,US,40.65,-74.133333
7860,MARINERS HARBOR SI,US,40.633333,-74.166667
7870,GULFPORT SI,US,40.633333,-74.2
48198,NISHTUN,YE,15.816667,52.2
48374,DOHA HARBOR,KW,29.383333,47.8
48495,BANDAR-E SHAHID REAJIE,IR,27.1,56.066667
48520,BANDAR ABBAS,IR,27.15,56.2
48533,BANDAR TAHERI OFFSHORE TERMINAL,IR,27.65,52.35
48259,KHAWR KHASAB,OM,26.216667,56.233333
48370,AL KUWAYT,KW,29.35,47.933333
48175,AL MUKHA,YE,13.316667,43.25
48202,ASH SHIHR OIL TERMINAL,YE,14.733333,49.5
45084,HADERA,IL,32.466667,34.9
48053,RAS SUDR,EG,29.583333,32.7
45151,DAMIETTA,EG,31.483333,31.75
45140,BUR SAID (PORT SAID),EG,31.266667,32.3
45175,EL HAMRA OIL TERMINAL,EG,30.983333,28.866667
46545,SOYO ANGOLA LNG TERMINAL,AO,-6.116667,12.333333
45180,MERSA MATRUH,EG,31.35,27.233333
47974,HAMRAWEIN,EG,26.25,34.2
48310,AL MANAMAH,BH,26.233333,50.583333
